depcom,ncc,nccenr,depcom_pole
76376,INTRAVILLE,Intraville,76618
76444,MONT-DE-L'IF,Mont-de-l'If,76289
76466,NEUVILLE-LES-DIEPPE,Neuville-lès-Dieppe,76217
76496,PENLY,Penly,76618
76525,RICARVILLE,Ricarville,76258
76539,ROUELLES,Rouelles,76351
76579,SAINTE-GENEVIEVE-EN-CAUX,Sainte-Geneviève-en-Caux,76063
76607,SAINTE-MARGUERITE-SUR-FAUVILLE,Sainte-Marguerite-sur-Fauville,76258
76625,SAINT-NICOLAS-DE-BLIQUETUIT,Saint-Nicolas-de-Bliquetuit,76401
76633,SAINT-PIERRE-DE-FRANQUEVILLE,Saint-Pierre-de-Franqueville,76475
76639,SAINT-PIERRE-LAVIS,Saint-Pierre-Lavis,76258
76643,SAINT-QUENTIN-AU-BOSC,Saint-Quentin-au-Bosc,76618
76659,SAINT-WANDRILLE-RANCON,Saint-Wandrille-Rançon,76164
76661,SANVIC,Sanvic,76351
76687,THIEDEVILLE,Thiédeville,76018
76696,TOCQUEVILLE-SUR-EU,Tocqueville-sur-Eu,76618
76701,TOUFFREVILLE-LA-CABLE,Touffreville-la-Cable,76476
76704,TOURVILLE-LA-CHAPELLE,Tourville-la-Chapelle,76618
76713,TRIQUERVILLE,Triquerville,76476
76722,VARVANNES,Varvannes,76018
76742,VILLEQUIER,Villequier,76164
77017,BAILLY-CARROIS,Bailly-Carrois,77211
77064,LA CELLE-SUR-SEINE,La Celle-sur-Seine,77494
77074,CHALAUTRE-LA-REPOSTE,Chalautre-la-Reposte,77223
77092,LA CHAPELLE-SUR-CRECY,La Chapelle-sur-Crécy,77142
77105,CHAUCONIN,Chauconin,77335
77160,DONTILLY,Dontilly,77159
77166,ECUELLES,Écuelles,77316
77170,EPISY,Épisy,77316
77189,FONTAINE-SOUS-MONTAIGUILLON,Fontaine-sous-Montaiguillon,77262
77213,GREGY-SUR-YERRE,Grégy-sur-Yerre,77175
77299,MONTARLOT,Montarlot,77316
77324,MOUTILS,Moutils,77093
77334,NESLES,Nesles,77264
77346,ORMEAUX,Ormeaux,77264
77351,OZOUER-LE-REPOS,Ozouer-le-Repos,77010
77375,PREAUX,Préaux,77261
77422,SAINT-MARTIN-CHENNETRON,Saint-Martin-Chennetron,77026
77488,VAUX-SOUS-COULOMBS,Vaux-sous-Coulombs,77129
77491,VENEUX-LES-SABLONS,Veneux-les-Sablons,77316
77497,VIEUX-MAISONS,Vieux-Maisons,77421
77499,VILBERT,Vilbert,77031
77502,VILLEGAGNON,Villegagnon,77020
77503,VILLEGRUIS,Villegruis,77262
78001,ABBEVILLE-LA-RIVIERE,Abbéville-la-Rivière,91001
78002,ABLEIGES,Ableiges,95002
78004,ABLON-SUR-SEINE,Ablon-sur-Seine,94001
78008,AINCOURT,Aincourt,95008
78011,AMBLEVILLE,Ambleville,95011
78012,AMENUCOURT,Amenucourt,95012
78014,ANDILLY,Andilly,95014
78016,ANGERVILLE,Angerville,91016
78017,ANGERVILLIERS,Angervilliers,91017
78018,ARGENTEUIL,Argenteuil,95018
78019,ARNOUVILLE-LES-GONESSE,Arnouville-lès-Gonesse,95019
78021,ARPAJON,Arpajon,91021
78022,ARRANCOURT,Arrancourt,91022
78023,ARRONVILLE,Arronville,95023
78024,ARTHIES,Arthies,95024
78025,ARTHIEUL,Arthieul,95355
78026,ASNIERES-SUR-OISE,Asnières-sur-Oise,95026
78027,ATHIS-MONS,Athis-Mons,91027
78028,ATTAINVILLE,Attainville,95028
78032,AULNAY-SOUS-BOIS,Aulnay-sous-Bois,93005
78035,AUTHON-LA-PLAINE,Authon-la-Plaine,91035
78037,AUVERNAUX,Auvernaux,91037
78038,AUVERS-SAINT-GEORGES,Auvers-Saint-Georges,91038
78039,AUVERS-SUR-OISE,Auvers-sur-Oise,95039
78040,AVERNES,Avernes,95040
78041,AVRAINVILLE,Avrainville,91041
78042,BAILLET-EN-FRANCE,Baillet-en-France,95042
78044,BALLAINVILLIERS,Ballainvilliers,91044
78045,BALLANCOURT-SUR-ESSONNE,Ballancourt-sur-Essonne,91045
78046,BANTHELU,Banthelu,95046
78047,BAULNE,Baulne,91047
78051,BEAUCHAMP,Beauchamp,95051
78052,BEAUMONT-SUR-OISE,Beaumont-sur-Oise,95052
78054,LE BELLAY-EN-VEXIN,Le Bellay-en-Vexin,95054
78055,BELLEFONTAINE,Bellefontaine,95055
78056,BELLOY-EN-FRANCE,Belloy-en-France,95056
78058,BERNES-SUR-OISE,Bernes-sur-Oise,95058
78059,BERVILLE,Berville,95059
78060,BESSANCOURT,Bessancourt,95060
78061,BETHEMONT-LA-FORET,Béthemont-la-Forêt,95061
78063,BEZONS,Bezons,95063
78064,BIEVRES,Bièvres,91064
78065,BLAMECOURT,Blamécourt,95355
78066,LE BLANC-MESNIL,Le Blanc-Mesnil,93007
78067,BLANDY,Blandy,91067
78069,BOIGNEVILLE,Boigneville,91069
78074,BOISEMONT,Boisemont,95074
78075,BOIS-HERPIN,Bois-Herpin,91075
78078,BOISSY-L'AILLERIE,Boissy-l'Aillerie,95078
78079,BOISSY-LA-RIVIERE,Boissy-la-Rivière,91079
78080,BOISSY-LE-CUTTE,Boissy-le-Cutté,91080
78081,BOISSY-LE-SEC,Boissy-le-Sec,91081
78083,BOISSY-SAINT-LEGER,Boissy-Saint-Léger,94004
78085,BOISSY-SOUS-SAINT-YON,Boissy-sous-Saint-Yon,91085
78086,BONDOUFLE,Bondoufle,91086
78088,BONNEUIL-EN-FRANCE,Bonneuil-en-France,95088
78091,BOUFFEMONT,Bouffémont,95091
78093,BOULLAY-LES-TROUX,Boullay-les-Troux,91093
78094,BOUQUEVAL,Bouqueval,95094
78095,BOURAY-SUR-JUINE,Bouray-sur-Juine,91095
78097,BOUSSY-SAINT-ANTOINE,Boussy-Saint-Antoine,91097
78098,BOUTERVILLIERS,Boutervilliers,91098
78099,BOUTIGNY-SUR-ESSONNE,Boutigny-sur-Essonne,91099
78100,BOUVILLE,Bouville,91100
78101,BRAY-ET-LU,Bray-et-Lû,95101
78102,BREANCON,Bréançon,95102
78103,BRETIGNY-SUR-ORGE,Brétigny-sur-Orge,91103
78105,BREUILLET,Breuillet,91105
78106,BREUX-JOUY,Breux-Jouy,91106
78109,BRIERES-LES-SCELLES,Brières-les-Scellés,91109
78110,BRIGNANCOURT,Brignancourt,95110
78111,BRIIS-SOUS-FORGES,Briis-sous-Forges,91111
78112,BROUY,Brouy,91112
78114,BRUNOY,Brunoy,91114
78115,BRUYERES-LE-CHATEL,Bruyères-le-Châtel,91115
78116,BRUYERES-SUR-OISE,Bruyères-sur-Oise,95116
78119,BUHY,Buhy,95119
78121,BUNO-BONNEVAUX,Buno-Bonnevaux,91121
78122,BURES-SUR-YVETTE,Bures-sur-Yvette,91122
78127,CERGY,Cergy,95127
78129,CERNY,Cerny,91129
78130,CHALO-SAINT-MARS,Chalo-Saint-Mars,91130
78131,CHALOU-MOULINEUX,Chalou-Moulineux,91131
78132,CHAMARANDE,Chamarande,91132
78134,CHAMPAGNE-SUR-OISE,Champagne-sur-Oise,95134
78135,CHAMPCUEIL,Champcueil,91135
78136,CHAMPLAN,Champlan,91136
78137,CHAMPMOTTEUX,Champmotteux,91137
78139,LA CHAPELLE-EN-VEXIN,La Chapelle-en-Vexin,95139
78141,CHARMONT,Charmont,95141
78142,CHARS,Chars,95142
78144,CHATENAY-EN-FRANCE,Châtenay-en-France,95144
78145,CHATIGNONVILLE,Chatignonville,91145
78148,CHAUFFOUR-LES-ETRECHY,Chauffour-lès-Étréchy,91148
78149,CHAUMONTEL,Chaumontel,95149
78150,CHAUSSY,Chaussy,95150
78151,CHAUVRY,Chauvry,95151
78153,CHAVILLE,Chaville,92022
78154,CHENNEVIERES-LES-LOUVRES,Chennevières-lès-Louvres,95154
78155,CHENNEVIERES-SUR-MARNE,Chennevières-sur-Marne,94019
78156,CHEPTAINVILLE,Cheptainville,91156
78157,CHERENCE,Chérence,95157
78159,CHEVANNES,Chevannes,91159
78161,CHILLY-MAZARIN,Chilly-Mazarin,91161
78166,CLERY-EN-VEXIN,Cléry-en-Vexin,95166
78167,CLICHY-SOUS-BOIS,Clichy-sous-Bois,93014
78169,COMMENY,Commeny,95169
78170,CONDECOURT,Condécourt,95170
78173,CONGERVILLE,Congerville,91613
78174,CORBEIL-ESSONNES,Corbeil-Essonnes,91174
78175,CORBREUSE,Corbreuse,91175
78176,CORMEILLES-EN-PARISIS,Cormeilles-en-Parisis,95176
78177,CORMEILLES-EN-VEXIN,Cormeilles-en-Vexin,95177
78178,COUBRON,Coubron,93015
78179,LE COUDRAY-MONTCEAUX,Le Coudray-Montceaux,91179
78180,COURANCES,Courances,91180
78181,COURCELLES-SUR-VIOSNE,Courcelles-sur-Viosne,95181
78182,COURCOURONNES,Courcouronnes,91182
78183,COURDIMANCHE,Courdimanche,95183
78184,COURDIMANCHE-SUR-ESSONNE,Courdimanche-sur-Essonne,91184
78186,COURSON-MONTELOUP,Courson-Monteloup,91186
78187,CRACHES,Craches,78506
78191,CROSNE,Crosne,91191
78195,DANNEMOIS,Dannemois,91195
78197,DEUIL-LA-BARRE,Deuil-la-Barre,95197
78198,D'HUISON-LONGUEVILLE,D'Huison-Longueville,91198
78199,DOMONT,Domont,95199
78200,DOURDAN,Dourdan,91200
78201,DRAVEIL,Draveil,91201
78203,EAUBONNE,Eaubonne,95203
78204,ECHARCON,Écharcon,91204
78205,ECOUEN,Écouen,95205
78207,EGLY,Égly,91207
78210,ENGHIEN-LES-BAINS,Enghien-les-Bains,95210
78211,ENNERY,Ennery,95211
78212,EPIAIS-LES-LOUVRES,Épiais-lès-Louvres,95212
78213,EPIAIS-RHUS,Épiais-Rhus,95213
78214,EPINAY-CHAMPLATREUX,Épinay-Champlâtreux,95214
78215,EPINAY-SOUS-SENART,Épinay-sous-Sénart,91215
78216,EPINAY-SUR-ORGE,Épinay-sur-Orge,91216
78218,ERAGNY,Éragny,95218
78219,ERMONT,Ermont,95219
78221,ESSONNES,Essonnes,91174
78222,ESTOUCHES,Estouches,91222
78223,ETAMPES,Étampes,91223
78225,ETIOLLES,Étiolles,91225
78226,ETRECHY,Étréchy,91226
78228,EVRY,Évry,91228
78229,EZANVILLE,Ézanville,95229
78232,LA FERTE-ALAIS,La Ferté-Alais,91232
78235,FLEURY-MEROGIS,Fleury-Mérogis,91235
78240,FONTAINE-LA-RIVIERE,Fontaine-la-Rivière,91240
78241,FONTENAY-EN-PARISIS,Fontenay-en-Parisis,95241
78243,FONTENAY-LES-BRIIS,Fontenay-lès-Briis,91243
78244,FONTENAY-LE-VICOMTE,Fontenay-le-Vicomte,91244
78247,LA FORET-LE-ROI,La Forêt-le-Roi,91247
78248,LA FORET-SAINTE-CROIX,La Forêt-Sainte-Croix,91248
78249,FORGES-LES-BAINS,Forges-les-Bains,91249
78250,FOSSES,Fosses,95250
78252,FRANCONVILLE,Franconville,95252
78253,FREMAINVILLE,Frémainville,95253
78254,FREMECOURT,Frémécourt,95254
78256,FREPILLON,Frépillon,95256
78257,LA FRETTE-SUR-SEINE,La Frette-sur-Seine,95257
78258,FROUVILLE,Frouville,95258
78259,GADANCOURT,Gadancourt,95040
78260,GAGNY,Gagny,93032
78266,GARCHES,Garches,92033
78268,GARGES-LES-GONESSE,Garges-lès-Gonesse,95268
78270,GENAINVILLE,Genainville,95270
78271,GENICOURT,Génicourt,95271
78272,GIF-SUR-YVETTE,Gif-sur-Yvette,91272
78273,GIRONVILLE-SUR-ESSONNE,Gironville-sur-Essonne,91273
78274,GOMETZ-LA-VILLE,Gometz-la-Ville,91274
78275,GOMETZ-LE-CHATEL,Gometz-le-Châtel,91275
78277,GONESSE,Gonesse,95277
78279,GOURNAY-SUR-MARNE,Gournay-sur-Marne,93033
78280,GOUSSAINVILLE,Goussainville,95280
78282,GOUZANGREZ,Gouzangrez,95282
78284,LES GRANGES-LE-ROI,Les Granges-le-Roi,91284
78286,GRIGNY,Grigny,91286
78287,GRISY-LES-PLATRES,Grisy-les-Plâtres,95287
78288,GROSLAY,Groslay,95288
78292,GUIBEVILLE,Guibeville,91292
78293,GUIGNEVILLE-SUR-ESSONNE,Guigneville-sur-Essonne,91293
78294,GUILLERVAL,Guillerval,91294
78295,GUIRY-EN-VEXIN,Guiry-en-Vexin,95295
78298,HARAVILLIERS,Haravilliers,95298
78301,HAUTE-ISLE,Haute-Isle,95301
78303,LE HEAULME,Le Heaulme,95303
78304,HEDOUVILLE,Hédouville,95304
78306,HERBLAY,Herblay,95306
78308,HEROUVILLE,Hérouville,95308
78309,HODENT,Hodent,95309
78312,IGNY,Igny,91312
78313,L'ISLE-ADAM,L'Isle-Adam,95313
78315,ITTEVILLE,Itteville,91315
78316,JAGNY-SOUS-BOIS,Jagny-sous-Bois,95316
78318,JANVILLE-SUR-JUINE,Janville-sur-Juine,91318
78319,JANVRY,Janvry,91319
78323,JOUY-LE-MOUTIER,Jouy-le-Moutier,95323
78326,JUVISY-SUR-ORGE,Juvisy-sur-Orge,91326
78328,LABBEVILLE,Labbeville,95328
78330,LARDY,Lardy,91330
78331,LASSY,Lassy,95331
78332,LEUDEVILLE,Leudeville,91332
78333,LEUVILLE-SUR-ORGE,Leuville-sur-Orge,91333
78336,LIMEIL-BREVANNES,Limeil-Brévannes,94044
78338,LIMOURS,Limours,91338
78339,LINAS,Linas,91339
78340,LISSES,Lisses,91340
78341,LIVILLIERS,Livilliers,95341
78342,LIVRY-GARGAN,Livry-Gargan,93046
78345,LONGJUMEAU,Longjumeau,91345
78347,LONGPONT-SUR-ORGE,Longpont-sur-Orge,91347
78348,LONGUESSE,Longuesse,95348
78351,LOUVRES,Louvres,95351
78352,LUZARCHES,Luzarches,95352
78353,MAFFLIERS,Maffliers,95353
78355,MAGNY-EN-VEXIN,Magny-en-Vexin,95355
78357,MAINCOURT-SUR-YVETTE,Maincourt-sur-Yvette,78193
78359,MAISSE,Maisse,91359
78360,MANDRES-LES-ROSES,Mandres-les-Roses,94047
78363,MARCOUSSIS,Marcoussis,91363
78365,MAREIL-EN-FRANCE,Mareil-en-France,95365
78369,MARGENCY,Margency,95369
78370,MARINES,Marines,95370
78371,MARLY-LA-VILLE,Marly-la-Ville,95371
78373,MARNES-LA-COQUETTE,Marnes-la-Coquette,92047
78374,MAROLLES-EN-BEAUCE,Marolles-en-Beauce,91374
78375,MAROLLES-EN-BRIE,Marolles-en-Brie,94048
78376,MAROLLES-EN-HUREPOIX,Marolles-en-Hurepoix,91376
78377,MASSY,Massy,91377
78378,MAUCHAMPS,Mauchamps,91378
78379,MAUDETOUR-EN-VEXIN,Maudétour-en-Vexin,95379
78386,MENNECY,Mennecy,91386
78387,MENOUVILLE,Menouville,95387
78388,MENUCOURT,Menucourt,95388
78390,MEREVILLE,Méréville,91390
78392,MERIEL,Mériel,95392
78393,MEROBERT,Mérobert,91393
78394,MERY-SUR-OISE,Méry-sur-Oise,95394
78395,LE MESNIL-AUBRY,Le Mesnil-Aubry,95395
78399,MESPUITS,Mespuits,91399
78400,MEUDON,Meudon,92048
78405,MILLY-LA-FORET,Milly-la-Forêt,91405
78408,MOIGNY-SUR-ECOLE,Moigny-sur-École,91408
78409,MOISSELLES,Moisselles,95409
78411,LES MOLIERES,Les Molières,91411
78412,MONDEVILLE,Mondeville,91412
78414,MONNERVILLE,Monnerville,91414
78419,MONTFERMEIL,Montfermeil,93047
78421,MONTGERON,Montgeron,91421
78422,MONTGEROULT,Montgeroult,95422
78424,MONTIGNY-LES-CORMEILLES,Montigny-lès-Cormeilles,95424
78425,MONTLHERY,Montlhéry,91425
78426,MONTLIGNON,Montlignon,95426
78427,MONTMAGNY,Montmagny,95427
78428,MONTMORENCY,Montmorency,95428
78429,MONTREUIL-SUR-EPTE,Montreuil-sur-Epte,95429
78430,MONTSOULT,Montsoult,95430
78432,MORANGIS,Morangis,91432
78433,MORIGNY-CHAMPIGNY,Morigny-Champigny,91433
78434,MORSANG-SUR-ORGE,Morsang-sur-Orge,91434
78435,MORSANG-SUR-SEINE,Morsang-sur-Seine,91435
78436,MOURS,Mours,95436
78438,MOUSSY,Moussy,95438
78441,NAINVILLE-LES-ROCHES,Nainville-les-Roches,91441
78445,NERVILLE-LA-FORET,Nerville-la-Forêt,95445
78446,NESLES-LA-VALLEE,Nesles-la-Vallée,95446
78447,NEUILLY-EN-VEXIN,Neuilly-en-Vexin,95447
78448,NEUILLY-PLAISANCE,Neuilly-Plaisance,93049
78449,NEUILLY-SUR-MARNE,Neuilly-sur-Marne,93050
78450,NEUVILLE-SUR-OISE,Neuville-sur-Oise,95450
78452,NOINTEL,Nointel,95452
78453,NOISEAU,Noiseau,94053
78454,NOISY-LE-GRAND,Noisy-le-Grand,93051
78456,NOISY-SUR-OISE,Noisy-sur-Oise,95456
78457,LA NORVILLE,La Norville,91457
78458,NOZAY,Nozay,91458
78459,NUCOURT,Nucourt,95459
78461,OLLAINVILLE,Ollainville,91461
78462,OMERVILLE,Omerville,95462
78463,ONCY-SUR-ECOLE,Oncy-sur-École,91463
78467,ORMESSON-SUR-MARNE,Ormesson-sur-Marne,94055
78468,ORMOY,Ormoy,91468
78469,ORMOY-LA-RIVIERE,Ormoy-la-Rivière,91469
78471,ORSAY,Orsay,91471
78473,ORVEAU,Orveau,91473
78476,OSNY,Osny,95476
78477,PALAISEAU,Palaiseau,91477
78479,PARAY-VIEILLE-POSTE,Paray-Vieille-Poste,91479
78480,PARMAIN,Parmain,95480
78482,PECQUEUSE,Pecqueuse,91482
78483,LE PERCHAY,Le Perchay,95483
78485,PERIGNY,Périgny,94056
78487,PERSAN,Persan,95487
78488,PIERRELAYE,Pierrelaye,95488
78489,PISCOP,Piscop,95489
78491,LE PLESSIS-BOUCHARD,Le Plessis-Bouchard,95491
78492,LE PLESSIS-GASSOT,Le Plessis-Gassot,95492
78493,LE PLESSIS-LUZARCHES,Le Plessis-Luzarches,95493
78494,LE PLESSIS-PATE,Le Plessis-Pâté,91494
78495,PLESSIS-SAINT-BENOIST,Plessis-Saint-Benoist,91495
78496,LE PLESSIS-TREVISE,Le Plessis-Trévise,94059
78500,PONTOISE,Pontoise,95500
78504,PRESLES,Presles,95504
78507,PRUNAY-SUR-ESSONNE,Prunay-sur-Essonne,91507
78508,PUISELET-LE-MARAIS,Puiselet-le-Marais,91508
78509,PUISEUX-EN-FRANCE,Puiseux-en-France,95509
78510,PUISEUX-PONTOISE,Puiseux-Pontoise,95510
78511,PUSSAY,Pussay,91511
78512,LA QUEUE-EN-BRIE,La Queue-en-Brie,94060
78514,QUINCY-SOUS-SENART,Quincy-sous-Sénart,91514
78515,LE RAINCY,Le Raincy,93062
78519,RICHARVILLE,Richarville,91519
78521,RIS-ORANGIS,Ris-Orangis,91521
78523,LA ROCHE-GUYON,La Roche-Guyon,95523
78525,ROINVILLE,Roinville,91525
78526,ROINVILLIERS,Roinvilliers,91526
78527,ROISSY-EN-FRANCE,Roissy-en-France,95527
78529,RONQUEROLLES,Ronquerolles,95529
78532,RUEIL-MALMAISON,Rueil-Malmaison,92063
78533,SACLAS,Saclas,91533
78534,SACLAY,Saclay,91534
78535,SAGY,Sagy,95535
78538,SAINT-AUBIN,Saint-Aubin,91538
78539,SAINT-BRICE-SOUS-FORET,Saint-Brice-sous-Forêt,95539
78540,SAINT-CHERON,Saint-Chéron,91540
78541,SAINT-CLAIR-SUR-EPTE,Saint-Clair-sur-Epte,95541
78542,SAINT-CLOUD,Saint-Cloud,92064
78543,SAINT-CYR-EN-ARTHIES,Saint-Cyr-en-Arthies,95543
78544,SAINT-CYR-LA-RIVIERE,Saint-Cyr-la-Rivière,91544
78546,SAINT-CYR-SOUS-DOURDAN,Saint-Cyr-sous-Dourdan,91546
78547,SAINT-ESCOBILLE,Saint-Escobille,91547
78549,SAINTE-GENEVIEVE-DES-BOIS,Sainte-Geneviève-des-Bois,91549
78552,SAINT-GERMAIN-LES-ARPAJON,Saint-Germain-lès-Arpajon,91552
78553,SAINT-GERMAIN-LES-CORBEIL,Saint-Germain-lès-Corbeil,91553
78554,SAINT-GERVAIS,Saint-Gervais,95554
78555,SAINT-GRATIEN,Saint-Gratien,95555
78556,SAINT-HILAIRE,Saint-Hilaire,91556
78560,SAINT-JEAN-DE-BEAUREGARD,Saint-Jean-de-Beauregard,91560
78563,SAINT-LEU-LA-FORET,Saint-Leu-la-Forêt,95563
78566,SAINT-MARTIN-DU-TERTRE,Saint-Martin-du-Tertre,95566
78568,SAINT-MAURICE-MONTCOURONNE,Saint-Maurice-Montcouronne,91568
78570,SAINT-MICHEL-SUR-ORGE,Saint-Michel-sur-Orge,91570
78572,SAINT-OUEN-L'AUMONE,Saint-Ouen-l'Aumône,95572
78573,SAINT-PIERRE-DU-PERRAY,Saint-Pierre-du-Perray,91573
78574,SAINT-PRIX,Saint-Prix,95574
78577,SAINTRY-SUR-SEINE,Saintry-sur-Seine,91577
78578,SAINT-SULPICE-DE-FAVIERES,Saint-Sulpice-de-Favières,91578
78579,SAINT-VRAIN,Saint-Vrain,91579
78580,SAINT-WITZ,Saint-Witz,95580
78581,SAINT-YON,Saint-Yon,91581
78582,SANNOIS,Sannois,95582
78583,SANTENY,Santeny,94070
78584,SANTEUIL,Santeuil,95584
78585,SARCELLES,Sarcelles,95585
78587,SAULX-LES-CHARTREUX,Saulx-les-Chartreux,91587
78589,SAVIGNY-SUR-ORGE,Savigny-sur-Orge,91589
78592,SERAINCOURT,Seraincourt,95592
78593,SERMAISE,Sermaise,91593
78594,SEUGY,Seugy,95594
78595,SEVRAN,Sevran,93071
78596,SEVRES,Sèvres,92072
78598,SOISY-SOUS-MONTMORENCY,Soisy-sous-Montmorency,95598
78599,SOISY-SUR-ECOLE,Soisy-sur-École,91599
78600,SOISY-SUR-SEINE,Soisy-sur-Seine,91600
78602,SOUZY-LA-BRICHE,Souzy-la-Briche,91602
78603,SUCY-EN-BRIE,Sucy-en-Brie,94071
78604,SURVILLIERS,Survilliers,95604
78607,TAVERNY,Taverny,95607
78610,THEMERICOURT,Théméricourt,95610
78611,THEUVILLE,Theuville,95611
78612,LE THILLAY,Le Thillay,95612
78613,CONGERVILLE-THIONVILLE,Congerville-Thionville,91613
78614,THIONVILLE-SUR-OPTON,Thionville-sur-Opton,78381
78617,TIGERY,Tigery,91617
78619,TORFOU,Torfou,91619
78622,TREMBLAY-LES-GONESSE,Tremblay-lès-Gonesse,93073
78625,US,Us,95625
78626,VALENTON,Valenton,94074
78627,VALLANGOUJARD,Vallangoujard,95627
78628,VALMONDOIS,Valmondois,95628
78629,VALPUISEAUX,Valpuiseaux,91629
78630,LE VAL-SAINT-GERMAIN,Le Val-Saint-Germain,91630
78631,VARENNES-JARCY,Varennes-Jarcy,91631
78632,VAUCRESSON,Vaucresson,92076
78633,VAUDHERLAND,Vaudherland,95633
78634,VAUGRIGNEUSE,Vaugrigneuse,91634
78635,VAUHALLAN,Vauhallan,91635
78636,VAUJOURS,Vaujours,93074
78637,VAUREAL,Vauréal,95637
78639,VAYRES-SUR-ESSONNE,Vayres-sur-Essonne,91639
78641,VEMARS,Vémars,95641
78645,VERRIERES-LE-BUISSON,Verrières-le-Buisson,91645
78648,VERT-LE-GRAND,Vert-le-Grand,91648
78649,VERT-LE-PETIT,Vert-le-Petit,91649
78651,VETHEUIL,Vétheuil,95651
78652,VIARMES,Viarmes,95652
78654,VIDELLES,Videlles,91654
78656,VIENNE-EN-ARTHIES,Vienne-en-Arthies,95656
78657,VIGNEUX-SUR-SEINE,Vigneux-sur-Seine,91657
78658,VIGNY,Vigny,95658
78659,VILLABE,Villabé,91659
78660,VILLAINES-SOUS-BOIS,Villaines-sous-Bois,95660
78661,VILLEBON-SUR-YVETTE,Villebon-sur-Yvette,91661
78662,VILLECONIN,Villeconin,91662
78663,VILLECRESNES,Villecresnes,94075
78664,VILLE-D'AVRAY,Ville-d'Avray,92077
78665,LA VILLE-DU-BOIS,La Ville-du-Bois,91665
78666,VILLEJUST,Villejust,91666
78667,VILLEMOISSON-SUR-ORGE,Villemoisson-sur-Orge,91667
78669,VILLENEUVE-LE-ROI,Villeneuve-le-Roi,94077
78670,VILLENEUVE-SAINT-GEORGES,Villeneuve-Saint-Georges,94078
78671,VILLENEUVE-SUR-AUVERS,Villeneuve-sur-Auvers,91671
78673,VILLEPINTE,Villepinte,93078
78675,VILLERON,Villeron,95675
78676,VILLERS-EN-ARTHIES,Villers-en-Arthies,95676
78678,VILLIERS-ADAM,Villiers-Adam,95678
78679,VILLIERS-LE-BACLE,Villiers-le-Bâcle,91679
78680,VILLIERS-LE-BEL,Villiers-le-Bel,95680
78682,VILLIERS-LE-SEC,Villiers-le-Sec,95682
78684,VILLIERS-SUR-MARNE,Villiers-sur-Marne,94079
78685,VILLIERS-SUR-ORGE,Villiers-sur-Orge,91685
78687,VIRY-CHATILLON,Viry-Châtillon,91687
78689,WISSOUS,Wissous,91689
78690,WY-DIT-JOLI-VILLAGE,Wy-dit-Joli-Village,95690
78691,YERRES,Yerres,91691
78692,BUTRY-SUR-OISE,Butry-sur-Oise,95120
79006,LES ALLEUDS,Les Alleuds,79136
79017,LES AUBIERS,Les Aubiers,79195
79021,AVAILLES-SUR-CHIZE,Availles-sur-Chizé,79090
79026,BAGNEUX,Bagneux,79014
79028,BEAULIEU-SOUS-BRESSUIRE,Beaulieu-sous-Bressuire,79049
79033,BELLEVILLE,Belleville,79078
79036,BILAZAIS,Bilazais,79196
79037,BOESSE,Boësse,79013
79039,BOISSEROLLES,Boisserolles,79078
79041,BORCQ-SUR-AIRVAULT,Borcq-sur-Airvault,79005
79044,BOUILLE-SAINT-PAUL,Bouillé-Saint-Paul,79063
79052,BREUIL-CHAUSSEE,Breuil-Chaussée,79049
79053,LE BREUIL-SOUS-ARGENTON,Le Breuil-sous-Argenton,79013
79065,CHAMBROUTET,Chambroutet,79049
79067,CHAMPEAUX,Champeaux,79066
79072,LA CHAPELLE-GAUDIN,La Chapelle-Gaudin,79013
79073,LA CHAPELLE-LARGEAU,La Chapelle-Largeau,79079
79082,CHAVAGNE,Chavagné,79048
79093,CLAZAY,Clazay,79049
79097,LE CORMENIER,Le Cormenier,79031
79099,LA COUDRE,La Coudre,79013
79110,L'ENCLAVE-DE-LA-MARTINIERE,L'Enclave-de-la-Martinière,79264
79113,ETUSSON,Étusson,79280
79138,GRIPT,Gript,79137
79143,LES JUMEAUX,Les Jumeaux,79016
79146,LAMAIRE,Lamairé,79268
79151,LOIZE,Loizé,79136
79155,LOUBLANDE,Loublande,79079
79168,MASSAIS,Massais,79063
79169,MAULAIS,Maulais,79321
79181,MONTIGNE,Montigné,79061
79182,MONTIGNY,Montigny,79123
79186,MOULINS,Moulins,79079
79187,MOUTIERS-SOUS-ARGENTON,Moutiers-sous-Argenton,79013
79192,NOIRLIEU,Noirlieu,79049
79193,NOIRTERRE,Noirterre,79049
79194,NOIZE,Noizé,79196
79206,PETIT-BREUIL-DEYRANCON,Petit-Breuil-Deyrançon,79170
79221,PRISSE,Prissé,79078
79224,LE PUY-SAINT-BONNET,Le Puy-Saint-Bonnet,49099
79227,LA REVETIZON,La Revêtizon,79031
79228,RIGNE,Rigné,79171
79232,LA RONDE,La Ronde,79123
79233,RORTHAIS,Rorthais,79079
79234,ROUVRE,Rouvre,79133
79237,SAINT-AUBIN-DE-BAUBIGNE,Saint-Aubin-de-Baubigné,79079
79245,SAINT-DENIS,Saint-Denis,79066
79247,SAINT-ETIENNE-LA-CIGOGNE,Saint-Étienne-la-Cigogne,79078
79248,SAINT-FLORENT,Saint-Florent,79191
79262,SAINT-JOUIN-SOUS-CHATILLON,Saint-Jouin-sous-Châtillon,79079
79266,SAINT-LIGUAIRE,Saint-Liguaire,79191
